id,project_id,assignee_id,title,description,status,due_date,evaluation_score
c5425d0d-64d9-4d83-8dc4-50e10f0f30b2,proj-11,emp-39,Down-sized local Local Area Network,Casser existence rejeter humide indiquer seulement.,Terminé,2024-03-11,76
344d3f59-9aee-45a6-8e1a-749c5ef4bb86,proj-11,emp-74,Diverse systemic framework,American structure foreign before eat green message quality.,Terminé,2024-01-09,93
dc52538f-4968-4b49-83eb-98839e8c6ba7,proj-11,emp-5,La possibilité de changer plus rapidement,Rêver changement acte sauvage.,Terminé,2024-02-10,57
d0572363-297e-4592-b60a-1aa5140e0dcd,proj-12,emp-100,De-engineered dedicated initiative,Tranquille bande nez terreur avance vrai couche pays.,Terminé,2024-09-02,92
cd160382-ac5e-487f-98ef-a722235eb399,proj-12,emp-15,Cross-group full-range capability,أوروبا وحرمان بضرب لبلجيكا تجهيز بالسادس بريطانيا-فرنسا.,Terminé,2023-12-20,60
d103e0d7-9119-4d2d-a546-afd003171ff8,proj-12,emp-71,Le confort d'innover en toute tranquilité,Angoisse ouvrir descendre écraser.,Terminé,2024-06-23,92
3df8e45c-9199-4023-852a-ac8b3ad93b7a,proj-12,emp-79,La liberté de rouler autrement,Look sit general not focus establish.,Terminé,2024-08-05,98
4bc51fb8-1627-4eeb-aafd-51fe0488ea54,proj-12,emp-37,Intuitive radical definition,إتفاقية يقوم تمهيد مئات ٣٠.,Terminé,2024-07-28,79
f39e8e54-5bbe-4df6-8d83-dac96a62874c,proj-12,emp-61,Cross-platform dynamic protocol,تُصب مشاركة لفشل ليرتفع وقام.,Terminé,2024-05-08,66
d53843f5-b67a-4708-8756-20ac4c32005b,proj-12,emp-25,Networked heuristic conglomeration,ديسمبر مكن قُدُماً وتم أعمال.,Terminé,2024-05-17,61
b71a15bc-3677-4dd8-88fc-3370d8d8b351,proj-12,emp-39,Multi-channeled non-volatile open system,وقبل هناك مليون ووصف جديدة التحالف أما.,Terminé,2024-01-10,86
5802a9bb-e806-492f-ab9f-8db7f8b40876,proj-12,emp-62,Focused real-time definition,بهيئة الواقعة شاسعة مكن اليميني التخطيط مقاومة.,Terminé,2024-09-10,91
4b368aa3-08dd-412b-8d70-1e4b0099c00f,proj-12,emp-61,Le plaisir de louer plus rapidement,Nez essayer entourer vif puis haïr.,Terminé,2024-07-22,92
ea29a656-5c37-4796-ae78-c1ce8b056eed,proj-12,emp-37,Pre-emptive solution-oriented functionalities,قد وزارة مساعدة الدولارات دول التحالف المتساقطة.,Terminé,2024-06-30,73
73c1aa2c-798d-4ba2-b7b5-04997d5f4835,proj-12,emp-92,Implemented clear-thinking conglomeration,We we hot.,Terminé,2024-03-17,75
6ee36bd9-88e5-49be-99e2-a33f28a3308f,proj-12,emp-1,Automated contextually-based portal,Dans moitié traiter changer question demeurer visite commander.,Terminé,2024-04-02,64
77b2aaa2-4bc1-4b10-aada-fd5ecfcbefe2,proj-13,emp-58,Triple-buffered static productivity,Land enter economic attack either blue.,Terminé,2024-06-20,72
146ce96c-a1df-4baa-abee-8d0735050358,proj-13,emp-17,Business-focused human-resource intranet,Why this manage her national big.,Terminé,2024-04-04,69
030fd8db-8c1f-4f97-a1da-37b3d1c83f32,proj-13,emp-73,Le confort de concrétiser vos projets plus rapidement,أسر الصفحات الآخر اليميني وباءت.,Terminé,2024-01-02,71
ac36b6a0-f4b3-43c5-b480-ff0b8c156292,proj-13,emp-81,Upgradable asynchronous neural-net,ذات شاسعة بولاتّساع أفريقيا وفرنسا الباهضة.,Terminé,2024-03-30,69
4bb117b3-5575-4f27-88b5-55334ebdbc89,proj-13,emp-8,La liberté d'innover en toute tranquilité,أوراقهم حول و الإمتعاض.,Terminé,2024-02-22,64
92939eda-5f9a-4975-8600-37df9096cdc9,proj-13,emp-61,Le pouvoir d'avancer en toute tranquilité,Outside current agent color factor bank such final.,Terminé,2024-02-03,90
baca53c4-bc0a-4a0c-9fd5-1b91fc0d709b,proj-13,emp-72,Le droit d'innover plus rapidement,Hold he high cost and keep enjoy.,Terminé,2023-11-29,56
35144df4-bcf7-4b04-9a5f-b779cdba768d,proj-13,emp-64,Le confort d'avancer plus rapidement,Space including series dinner article hit.,Terminé,2024-02-16,89
99b90d8a-6b87-4eb2-bad8-f34b04ef81cd,proj-13,emp-58,Operative national software,Soulever jambe avenir tache prévoir lien système.,Terminé,2023-11-22,55
c09a818e-0cf4-4c79-b997-2077af7309c6,proj-13,emp-22,Synergistic regional circuit,التبرعات يذكر ويتّفق مليارات الأمريكية بدون يطول.,Terminé,2024-04-01,78
51a2d66c-a0ff-4726-93c1-6bcab8e223bc,proj-13,emp-50,L'art d'avancer plus rapidement,Forme entretenir double immobile son repousser papa.,Terminé,2024-06-23,91
f9d305a4-a068-4cba-9fed-709b7614a6f6,proj-13,emp-12,Operative bifurcated instruction set,حصدت دار ومطالبة اعلان.,Terminé,2024-06-28,88
d545591a-c1a5-419e-81a9-69d307f5c18f,proj-13,emp-10,Re-contextualized zero-defect attitude,Souffrir soudain discours père mort interrompre comment.,Terminé,2024-01-09,73
9e8d8108-8518-4aca-b74d-a1a24d6c7913,proj-13,emp-51,L'avantage d'atteindre vos buts de manière efficace,Posséder armer inviter distinguer fauteuil essuyer.,Terminé,2024-07-18,83
b13c82f5-7e35-4fac-a188-d38133332839,proj-13,emp-7,L'art d'innover à sa source,Payer construire crier saisir que recevoir soit sable.,Terminé,2024-01-18,71
2c73c6fe-b7c3-4130-960d-0827f4217dc9,proj-13,emp-89,Diverse asymmetric function,Idea sister modern notice community themselves customer.,Terminé,2024-10-16,72
3ec5e6a8-0196-45e7-9775-22c57cda9b03,proj-13,emp-41,Fully-configurable 5thgeneration knowledgebase,كثيرة العالم نتيجة تسبب عدم الأعمال.,Terminé,2023-12-19,62
0ac9b885-ea34-42c0-a814-d7b962b9a02b,proj-14,emp-90,Front-line holistic matrix,Concern that only glass clear thus see.,Terminé,2026-05-02,95
32a57d65-7642-4e37-af6b-7e9cc191ad5f,proj-14,emp-86,Cross-group executive algorithm,Coeur mort vérité.,À faire,2026-07-31,
3ef2c4b4-ae6a-4e56-85f8-f0bac4da60a2,proj-14,emp-demo-admin,Stand-alone directional service-desk,عن تصفح والروسية ونتج في.,En revue,2026-03-22,
7f6e785e-cdc0-49d4-8916-81217d3d3a82,proj-14,emp-86,La liberté d'évoluer sans soucis,الشمال مكثّفة المتحدة ونتج عقبت.,À faire,2026-09-23,
9db28683-0ddb-4faa-93da-92d1327c007e,proj-14,emp-20,L'art de concrétiser vos projets en toute tranquilité,المبرمة تغييرات شيء دخول أخر ٣٠ ومن.,En revue,2026-10-17,
7b2adebc-7b25-4e15-8ea2-ee7212a5a085,proj-14,emp-77,L'assurance d'avancer naturellement,يطول عسكرياً والحزب الصفحات كلا وبالرغم.,À faire,2026-06-30,
6d41edb9-8f1a-47a2-9e6d-d5a458fe1fa0,proj-14,emp-27,Le confort de changer de manière efficace,Produce race return pretty young else.,À faire,2025-10-22,
4c245c6f-724f-4eff-8371-8dc116c5e054,proj-14,emp-82,Le pouvoir de rouler sans soucis,Staff gas require rather point little wait.,Terminé,2025-11-21,69
6b61d7e9-8350-45b2-bf7a-13618e0cab44,proj-14,emp-56,Le confort d'évoluer en toute tranquilité,الأمم الصعداء مليارات ليتسنّى التكاليف فهرست الولايات.,En revue,2025-10-29,
e2bf95a6-85b0-445b-911d-6bee915bef66,proj-14,emp-89,Face-to-face heuristic definition,Inside thought he one less.,Terminé,2026-04-24,66
9251bd58-c383-438a-b318-4e85df7f4a18,proj-14,emp-12,Phased actuating productivity,Want author threat matter test high fear approach.,En revue,2025-11-22,
58b85b12-3d4f-46ba-b164-6383dbe9bc32,proj-14,emp-62,Devolved dedicated Graphical User Interface,Suivant voilà charge six condition avoir escalier.,À faire,2026-10-25,
24508d82-8316-495c-bd17-26f48cefd64a,proj-14,emp-demo-youssef,Intuitive scalable approach,العالم ليبين البشريةً ليرتفع بينما ليرتفع استبدال.,En cours,2026-03-23,
0ed559c9-1a6b-4ee1-b018-dad73d2bef79,proj-14,emp-58,Optional scalable interface,Verre fille apercevoir couler faux adresser.,À faire,2026-05-25,
2ea5b86e-2fe3-42cf-873d-0379446cc09b,proj-14,emp-86,Le plaisir d'atteindre vos buts à la pointe,Cold statement fear fact road.,En cours,2025-11-12,
1997eea8-8720-4075-adff-347a2d70d378,proj-14,emp-49,Progressive global Internet solution,Garden top grow could.,À faire,2026-07-31,
2605384e-3b86-487c-b990-438379fc9dd6,proj-15,emp-25,Le plaisir de louer à sa source,Heart policy side.,Terminé,2023-04-29,74
0f922120-4e4d-49c6-81aa-2879b37181b9,proj-15,emp-58,Business-focused radical application,President after ready indicate.,Terminé,2023-08-08,97
388bcf0c-6d4f-4e3e-a423-bbede70b4de5,proj-15,emp-46,La possibilité d'innover naturellement,Day rate act inside.,Terminé,2023-10-03,95
b5714d99-8cac-415f-8226-42781c4b38ff,proj-15,emp-65,Switchable multi-state flexibility,Red industry together memory pay executive size marriage.,Terminé,2023-08-04,77
0baa16ec-7c3b-4c5e-b313-373c231a6edc,proj-15,emp-8,Exclusive zero-defect firmware,Group important civil nature travel.,Terminé,2023-03-23,73
668bbdae-457f-4613-bdf7-071f626f6375,proj-15,emp-92,Polarized full-range encoding,فعل وبلجيكا هنا؟.,Terminé,2023-12-27,62
3e82ec5f-eafe-48a8-a996-e36f4ce533c1,proj-15,emp-49,Proactive coherent array,Rich big eight discuss.,Terminé,2023-07-17,73
6edcac4a-dbfd-4b3e-9cde-babf73a9953e,proj-15,emp-27,Le droit de rouler plus rapidement,واستمر بأم فكان.,Terminé,2023-11-05,75
6e3673e3-46a2-44f2-b8aa-9ca88e93a259,proj-15,emp-10,Le plaisir de rouler de manière efficace,الهادي وبحلول وقوعها الضغوط.,Terminé,2023-03-01,82
cdecd3a1-4bbc-4166-b235-3fc6357b46cf,proj-15,emp-36,Cross-group holistic Graphical User Interface,ببه ومحاولة العاصمة بالشتاء.,Terminé,2023-11-04,84
3760d9a6-7a70-4357-ac14-c1e6389c2e1f,proj-15,emp-40,La liberté d'évoluer plus rapidement,يتم وإعلان اكتوبر وترك.,Terminé,2023-11-22,62
55427f15-fd8c-4fbf-a78c-e68fd3e1abe2,proj-15,emp-86,Le confort d'atteindre vos buts de manière sûre,Amener politique secret vieillard certainement tirer calme fumer.,Terminé,2023-02-04,80
20cde2d3-8de5-4de1-aa6a-c333b1a0b2bf,proj-15,emp-99,Cloned empowering projection,Près poche regard.,Terminé,2023-08-08,85
8e14457f-3623-45b8-a766-33977e80fe71,proj-16,emp-67,Up-sized non-volatile definition,Mind read peace item risk loss.,Terminé,2025-04-06,58
1dcff2f2-7cbc-46a9-9bd1-99a9977587df,proj-16,emp-82,Synergistic secondary info-mediaries,وبالرغم سياسة أدوات وشعار تسبب بمحاولة تجهيز.,Terminé,2025-04-03,71
b0044c5b-402b-4947-8e2f-53bef973689e,proj-16,emp-46,Compatible web-enabled matrix,Époque douleur livre mer feu.,Terminé,2025-06-06,81
1f80dbf2-8b5f-4638-86de-572c8a3c2ab7,proj-16,emp-47,Configurable logistical intranet,Because material firm wonder seat adult idea.,Terminé,2025-03-05,82
aaaf068c-067b-49bf-9878-3da2c6e7e714,proj-16,emp-30,Realigned neutral ability,ومضى عرض وباستثناء حاول غريمه بكلا اليميني نفس.,Terminé,2025-06-28,58
6b728147-9074-468c-8da2-e9518d2e478e,proj-16,emp-39,Persevering full-range open architecture,List price respond box service develop game stop.,Terminé,2024-11-15,69
7e6df552-23a1-4409-80a5-4c9f5abf12c5,proj-16,emp-53,Le plaisir de rouler plus facilement,Sac quel fruit deux.,Terminé,2025-05-20,74
15ddddca-6f64-4a79-a3cc-201390a4f650,proj-16,emp-69,Ergonomic bottom-line infrastructure,نفس الثقيلة اليابان لها أهّل عجّل فعل.,Terminé,2025-01-16,69
8c08a873-b889-4ca7-9a56-d966e63877ae,proj-16,emp-22,Visionary local knowledgebase,What care material morning any very stuff lot.,Terminé,2024-12-18,89
8caa1498-91de-41aa-be8e-a4118dc979bf,proj-16,emp-74,Vision-oriented context-sensitive solution,Room campaign hold over.,Terminé,2025-04-09,94
b5516240-ec4b-4cd3-9963-bee9ceecd56d,proj-16,emp-73,Le pouvoir de changer en toute tranquilité,Victime idée cesse gagner précipiter quoi.,Terminé,2025-07-26,63
57206458-216d-435b-b9c5-502ab87f7df4,proj-16,emp-88,L'avantage d'innover à l'état pur,Visible pendant valoir lieu.,Terminé,2024-11-02,56
c8092141-f17b-4c1a-b049-b8f0dd9ab5da,proj-16,emp-7,Sharable fresh-thinking strategy,حاول دار وفرنسا كلا فقد وبحلول.,Terminé,2025-04-11,79
4c148cb4-87b7-48d0-97a6-bd52311148a3,proj-16,emp-94,Horizontal interactive workforce,الآلاف بالرّد أوزار إبّان الضغوط مسارح يتمكن.,Terminé,2025-08-02,77
481939f7-690b-4df2-8fec-89adf59e8028,proj-16,emp-79,Function-based client-server approach,Daughter must grow laugh pattern.,Terminé,2024-11-17,59
07c43cda-dcda-4d70-bb5d-ddeaa15ac793,proj-16,emp-22,User-centric next generation definition,Home memory someone receive realize another high.,Terminé,2025-04-26,88
77531747-eef7-430e-b6d8-590234763581,proj-16,emp-21,La possibilité de rouler de manière efficace,Data than team kitchen difficult.,Terminé,2025-01-11,89
0e23fd1e-c203-4f6d-b2b3-a913e1cdb55e,proj-16,emp-46,Triple-buffered tertiary project,Mémoire occasion remonter véritable écouter compte poitrine considérer.,Terminé,2025-02-17,89
56abe6ac-257a-41f5-bc30-95bf1056044a,proj-16,emp-98,User-centric multimedia capability,Grandir militaire certain.,Terminé,2025-01-13,73
3610be45-202d-4052-a18e-647705c299f2,proj-16,emp-38,Function-based 24hour groupware,Appartement tour nouveau remarquer.,Terminé,2025-05-22,78
b51ba2f5-41e6-48fd-8331-44c66fd8abf4,proj-16,emp-66,Seamless stable framework,Mer autre présent maître vaincre madame repousser.,Terminé,2025-02-27,68
b4c689f2-ad87-46dc-b52e-45320873a2b0,proj-17,emp-demo-sara,Operative needs-based monitoring,Étranger sourd phrase éprouver.,Terminé,2021-08-06,74
d1013770-9dee-427f-a687-9e83bd8924f7,proj-17,emp-94,L'avantage de concrétiser vos projets à la pointe,Boy generation drive.,Terminé,2021-10-04,95
8eef1254-c475-462c-86b6-929aa0c6ff22,proj-17,emp-demo-admin,Seamless regional encryption,بالرّغم معارضة الأحمر الشهيرة لان أطراف.,Terminé,2021-08-11,70
491f8a80-3515-4e3b-986f-96607a58c26a,proj-17,emp-100,Visionary holistic migration,Main fast prepare fly bank benefit will.,Terminé,2021-08-25,62
6fc00d30-1d70-4abd-96c7-f027a74b79d8,proj-17,emp-47,Public-key 24hour product,فصل ماليزيا والروسية بدون الآخر.,Terminé,2021-07-24,96
ee6b4d63-155d-42e9-848f-615b2470a941,proj-17,emp-6,Total user-facing time-frame,Qui chiffre important éprouver.,Terminé,2021-07-17,72
7245ba7c-8bab-430e-a15c-c0c4e96311e4,proj-17,emp-60,Compatible actuating conglomeration,Auteur sac tempête froid humain franchir engager.,Terminé,2021-10-08,59
344f3524-4e1d-4bf8-949b-dcc1538c8485,proj-17,emp-93,La possibilité de rouler à l'état pur,As second animal summer group me face rate.,Terminé,2021-10-09,100
357346d6-0bac-4ea3-b343-fc24cd938465,proj-17,emp-demo-karim,Cross-group executive task-force,Force petit inutile marché chaise foi.,Terminé,2021-07-09,81
8ec057d7-041c-4ed9-90d6-33414d0066ec,proj-17,emp-73,Implemented scalable circuit,Vaincre achever songer chant appeler mot.,Terminé,2021-07-27,89
43ab0ca7-e14b-4900-9e38-51243424cabb,proj-17,emp-90,L'assurance de changer à sa source,Deep town surface central contain pattern.,Terminé,2021-09-21,61
2326e444-b77b-4ce0-a301-13ef4b0b48b8,proj-17,emp-20,Le plaisir d'évoluer à l'état pur,Surface usually yes.,Terminé,2021-09-23,80
54b5669b-c2a7-4a0f-a778-569baac75be1,proj-17,emp-96,L'assurance d'avancer en toute tranquilité,لبلجيكا بيكن الواقعة الأمم غرّة.,Terminé,2021-08-18,74
c1afb9a0-011c-4d6c-a48f-0150fe05494d,proj-17,emp-61,Horizontal regional architecture,بولندا الهادي غير قد الإكتفاء حصدت.,Terminé,2021-10-11,82
673defd6-bbcb-4c32-9e07-effc806583bd,proj-17,emp-34,Le confort de rouler avant-tout,كلّ عشوائية العالمية بأم فمرّ.,Terminé,2021-08-12,56
e81c6578-3e04-4d29-9bb3-dfba01b2ffb7,proj-17,emp-21,Le droit de concrétiser vos projets avant-tout,Mesure complètement oeuvre selon silence changement masse.,Terminé,2021-07-20,84
b8888d35-9d51-4549-b37a-ddb358cd9f83,proj-17,emp-79,L'avantage d'atteindre vos buts de manière sûre,Trade necessary myself your line.,Terminé,2021-09-19,71
e5e26ec5-acd6-4ef8-877f-382d354ab8a9,proj-18,emp-64,Multi-lateral hybrid definition,Card may bed hair action.,Terminé,2024-10-17,99
eea8053e-2c98-461d-b5bf-4b25ce4a5b4e,proj-18,emp-44,Seamless systemic concept,Land condition we process.,Terminé,2024-02-09,70
4b09ecda-1e76-4cf6-9227-731d41c8484c,proj-18,emp-89,User-centric upward-trending matrices,Dame journée attirer.,Terminé,2024-08-20,86
fd9d750e-4bd2-40d3-ac98-db9366d9d060,proj-18,emp-93,Le pouvoir de concrétiser vos projets naturellement,يتعلّق الموسوعة كانتا.,Terminé,2024-03-27,78
d848459a-6cef-4a77-a8a7-717d2d409314,proj-18,emp-24,Sharable even-keeled support,Membre compagnon perdre faible perdre sec l'un ferme.,Terminé,2024-02-13,83
844e940d-56ad-43ac-a7b2-a3a5799d9f9f,proj-18,emp-94,Programmable impactful help-desk,Respirer souvenir accompagner soumettre haute défaut lueur.,Terminé,2024-05-29,80
4fe31720-f647-41d5-b19d-f9de8f76e0e4,proj-18,emp-43,Le confort d'évoluer plus facilement,Principe caractère défaut roche prochain jeune jeter cri.,Terminé,2024-10-02,83
4044797b-a9d0-4c96-9075-714a6db9500f,proj-18,emp-9,Stand-alone incremental adapter,الأمم ديسمبر الأوروبية.,Terminé,2024-07-09,91
3e5885ed-004d-4602-b2c4-ea7128c77cc7,proj-18,emp-14,Balanced object-oriented circuit,الشّعبين التقليدي ولكسمبورغ زهاء.,Terminé,2024-03-14,76
ab8e52b6-dd7b-44b1-ad0d-571b081d439b,proj-18,emp-67,Sharable 3rdgeneration success,Water describe paper likely loss.,Terminé,2024-04-27,61
c49ee6c8-95ee-42f9-8dca-884fa5ac029e,proj-18,emp-58,Open-source radical circuit,Perhaps member cold rate.,Terminé,2024-06-07,68
e55f3145-b7b2-469a-a78c-df53bf6f3df3,proj-18,emp-14,Le confort d'avancer plus facilement,Nul soudain manier ramener bête petit tâche matière.,Terminé,2024-08-25,60
84abd3f9-5448-486d-8d09-57922d4407fb,proj-18,emp-56,Vision-oriented systematic projection,Glace songer pouvoir grave transformer jeunesse regarder.,Terminé,2024-10-25,94
76630638-9109-434b-9219-c4980a2092df,proj-18,emp-93,Le pouvoir d'évoluer en toute tranquilité,Témoin bande nuage mêler devoir.,Terminé,2024-05-30,91
9d1af86e-174f-4e11-8579-050ae1f25276,proj-18,emp-94,Triple-buffered value-added utilization,تكبّد تغييرات بالجانب الحكم مكثّفة بتونس الآلاف.,Terminé,2024-10-10,58
43f7e437-46e7-42a4-a1d2-bda9f9f31585,proj-18,emp-48,L'assurance d'atteindre vos buts sans soucis,Dos point rappeler garçon répéter joie fatigue mieux.,Terminé,2024-07-09,71
af6f86c0-0ec1-4fb6-b393-a34058e3bf67,proj-18,emp-15,L'avantage de louer de manière sûre,Save talk process security land record.,Terminé,2024-02-19,76
bd27c343-62de-44da-a470-07e13dc336b8,proj-19,emp-65,Cross-platform didactic migration,Réussir oreille politique arrivée flamme partir.,Terminé,2023-12-11,86
9a0a2bbd-18ce-4db5-8f35-218b1117f091,proj-19,emp-79,Digitized methodical policy,Au d'autres avis apercevoir.,Terminé,2023-07-29,75
a9b2d500-a19f-4316-8898-443581fd766e,proj-19,emp-55,L'avantage d'innover à sa source,Watch star policy keep.,Terminé,2024-03-27,75
1ae95e5f-e0f4-4d1a-916b-a9cd71940f78,proj-19,emp-61,Switchable multi-state forecast,مسؤولية تشيكوسلوفاكيا قِبل.,Terminé,2024-01-09,85
7c845684-c61e-4e5f-bf1f-079bcb368816,proj-19,emp-9,Down-sized systematic alliance,Père vif bas double fort.,Terminé,2023-11-03,60
ad9fa1db-3eb8-4b27-8eb1-0d807d5588fe,proj-19,emp-5,Object-based impactful parallelism,أراضي كانتا وجزر جنوب لبولندا حالية دار.,Terminé,2023-10-09,99
4551c4f4-8b34-4654-a503-e2394a9d0bcf,proj-19,emp-92,L'avantage de rouler en toute tranquilité,تسبب حالية ترتيب اليابانية الأرض تصفح.,Terminé,2023-04-06,63
2cd6b3c4-6e41-4205-95ba-9274b0ea604d,proj-19,emp-62,Le droit d'atteindre vos buts sans soucis,Rassurer vendre importance imposer ni.,Terminé,2024-04-17,65
1ac4ca56-70c1-4839-a3b3-68eef8c064e1,proj-19,emp-17,Polarized bifurcated firmware,عدد يكن فكانت الساحة المشترك وكسبت.,Terminé,2023-07-10,62
5f283f9f-5ed4-4a69-bfe5-a0e1a7fa0233,proj-19,emp-10,Public-key 24/7 standardization,Durant fort quoi état mien.,Terminé,2023-04-19,83
09455efc-db88-4cdb-80da-05a2f41530ff,proj-19,emp-59,Phased foreground help-desk,الطرفين وقام قائمة وتتحمّل تحرير الجو لفرنسا.,Terminé,2023-06-26,82
2f6a5350-6b70-44cc-ac9d-d6facd818fe7,proj-19,emp-98,L'avantage de louer plus facilement,وجهان فكان فبعد شاسعة.,Terminé,2023-12-24,95
8dde470c-4fd6-45e4-96be-cc5939a1e139,proj-19,emp-13,Balanced mission-critical hub,Manage world to than make worker.,Terminé,2024-04-17,86
ce4095dd-f04e-47ba-a6dd-ac131cd562f8,proj-19,emp-49,Grass-roots hybrid definition,Approach son long must.,Terminé,2023-10-21,90
7b9bc790-58ae-4bf4-85c2-ee33f47a6a1d,proj-19,emp-33,Monitored hybrid software,يبق قُدُماً بل قبضتهم أدوات الخاسر دأبوا.,Terminé,2023-05-30,55
a2cf52fb-61c7-4db9-b555-341319977c85,proj-19,emp-33,L'avantage d'innover plus facilement,Down likely party hand material.,Terminé,2024-04-02,82
5dca25f9-c28f-4023-bdad-9634092af126,proj-19,emp-30,Operative tangible system engine,Siècle douter condamner certainement moyen découvrir.,Terminé,2023-12-23,98
c9b299de-aaf1-4826-ad54-1b312a8980fa,proj-19,emp-74,Up-sized encompassing website,بشكل بالرّد الإحتفاظ ولكسمبورغ الإقتصادي مكن التخطيط.,Terminé,2023-10-07,75
46ebc6d1-4940-4cee-ac09-d5d62abdb933,proj-19,emp-79,La liberté de louer de manière sûre,Dessiner silence argent blond coeur.,Terminé,2023-06-23,91
a8f0c3d2-a2ed-42e7-a304-9c60e141db31,proj-19,emp-33,Function-based methodical product,للحكومة الصفحات بأم حادثة مليون ان بحث.,Terminé,2023-12-23,64
70a6d8a7-779a-41c7-b8df-f315d65308da,proj-19,emp-22,L'avantage d'évoluer de manière sûre,Entrer long remercier honneur avec oreille.,Terminé,2024-05-15,98
83c02802-6297-4a9e-ba00-d983f341d56c,proj-19,emp-87,Le confort de louer autrement,Occur support author class direction first fact environment.,Terminé,2023-10-07,94
853da02f-b1ed-44ac-bcfa-201d20f8809a,proj-19,emp-73,Object-based encompassing intranet,Madame huit combien si céder demain dessus quelque.,Terminé,2023-08-06,88
2b5c029d-029c-4572-8d10-3dd562cd3486,proj-19,emp-55,Configurable demand-driven concept,Bientôt traiter interrompre art.,Terminé,2023-07-16,85
18cea1a9-d4f2-4dd3-bf91-3883f468a78d,proj-19,emp-91,Le plaisir d'innover sans soucis,غريمه وايرلندا المجتمع الشرقي.,Terminé,2024-04-02,76
8f3965f6-72b6-43f1-9952-3db1f7bd6529,proj-20,emp-demo-youssef,La liberté d'évoluer plus facilement,Agreement professional team foot.,À faire,2026-06-09,
19960076-9fb6-4925-a77d-a5fb4021477d,proj-20,emp-21,La possibilité d'innover à la pointe,Vêtir pouvoir comprendre nu.,En cours,2026-04-15,
0c472e7a-ac7b-4873-8aad-10ffdac47969,proj-20,emp-8,User-friendly scalable open system,Passé marche tel jeunesse décider beau en.,Terminé,2026-04-06,76
c2a92b33-cda0-403a-b9a0-6bbc5360f75f,proj-20,emp-16,Le confort d'innover de manière efficace,منتصف وإيطالي ان بمحاولة أخر وحتّى وقام.,Terminé,2026-04-08,93
39827bd8-7c0d-4fc9-bfd6-33d733ff395d,proj-20,emp-77,L'avantage de changer de manière sûre,بالثالث بحث حاملات بانه الاندونيسية لفشل بالمحور.,En revue,2026-08-12,
c8e9721f-161f-46db-8f2c-d7a99d56a129,proj-20,emp-40,L'assurance d'avancer autrement,Might son party really even.,En cours,2026-03-25,
87d0ede3-f5ca-4451-a4d0-6141ca86f9b3,proj-20,emp-31,User-friendly national workforce,Construire aussitôt chaise but île ici.,En cours,2026-06-02,
2b41c758-e705-4b82-8146-8177f3efee05,proj-20,emp-89,Secured mobile core,Chez vêtir aile.,Terminé,2026-06-08,92
a2ca0219-21c0-42c0-8e31-700470a48d3e,proj-20,emp-75,Horizontal encompassing capacity,Road do character management game find.,En revue,2026-07-03,
3db9b6d0-5aa1-4466-b70c-4771cc3248d0,proj-20,emp-67,Le droit de rouler avant-tout,أي مايو إعلان بمحاولة.,En revue,2026-08-07,
89c214bd-3f4a-48fd-8fb5-261147add443,proj-20,emp-5,Function-based homogeneous access,بالسيطرة ويكيبيديا الشرقي يونيو الجو.,En cours,2026-04-30,
3703148d-a4cc-41cb-9187-8bbc7a549ccf,proj-20,emp-89,Visionary bandwidth-monitored model,List race fine follow pick.,À faire,2026-05-16,
4bee2fed-5bcd-457c-b48a-9fa4c39a452b,proj-20,emp-18,User-friendly neutral model,بوقامت المؤلّفة بأم أوزار فسقط.,En revue,2026-05-28,
9c7da948-2812-48a5-8228-b1824e98d402,proj-20,emp-12,Front-line scalable Internet solution,Combien double carte.,À faire,2026-08-02,
33e2eed4-f8a9-4705-836c-58eebd112d77,proj-20,emp-69,Advanced 6thgeneration paradigm,Read choice side eat matter rather full.,Terminé,2026-05-31,76
6ebebce1-765b-47df-891e-cac017fd3eda,proj-20,emp-17,Centralized analyzing help-desk,Red social call discussion.,Terminé,2026-03-22,68
f7ce2987-2d95-4d94-adc1-7aa88435c62d,proj-20,emp-23,Stand-alone web-enabled hardware,Aider fête projet dessiner apparence.,En cours,2026-04-14,
2b4996b7-5ec1-49ac-a0d1-fabb6337b1e2,proj-20,emp-14,Organic next generation frame,Couple cost girl run every story trial.,En cours,2026-05-03,
816d50f0-48cc-4d66-a8b7-1cc39f17fd80,proj-20,emp-37,Diverse asymmetric moderator,اللا الصين بال أثره عرفها بالرغم التي.,Terminé,2026-04-10,55
643ab4b2-769b-4037-a5fb-d69a1ea66b9a,proj-20,emp-13,Secured high-level time-frame,Fly as whose standard couple.,À faire,2026-07-30,
13037802-e62b-409f-bc84-e2b81cb240c0,proj-20,emp-81,Proactive zero administration neural-net,العناد بتونس المواد استعملت غير أمّا وصغار التغييرات.,Terminé,2026-07-20,82
fd2d0a4e-5cf5-4943-8a46-2de14ce224bc,proj-20,emp-34,Exclusive bi-directional matrix,أكثر عشوائية بالعمل بينما.,En revue,2026-07-28,
2ad4c056-5f66-4e20-8c71-4a7615450f9a,proj-20,emp-26,Total optimizing extranet,الدنمارك لأداء أراض وحتى غرّة وزارة.,À faire,2026-08-12,
03d2264a-bebe-4905-b132-a164eaef0842,proj-21,emp-23,Persistent scalable approach,Quelque succès sac rester assurer oublier malgré.,Terminé,2023-11-18,93
