id,employee_id,benefit_plan_id,status,effective_date,renewal_date,tier_label,employer_contribution,notes
benefit-emp-62-mobility,emp-62,benefit-mobility,active,2023-06-16,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-62-retirement,emp-62,benefit-retirement,active,2023-06-16,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-63-health,emp-63,benefit-health,eligible,2025-06-14,2026-10-01,Standard,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-63-mobility,emp-63,benefit-mobility,eligible,2025-06-14,2026-09-01,Standard,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-63-retirement,emp-63,benefit-retirement,eligible,2025-06-14,2026-01-01,Standard,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-64-health,emp-64,benefit-health,active,2024-07-10,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-64-mobility,emp-64,benefit-mobility,active,2024-07-10,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-64-retirement,emp-64,benefit-retirement,active,2024-07-10,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-65-health,emp-65,benefit-health,active,2023-09-10,2026-10-01,Premium,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-65-mobility,emp-65,benefit-mobility,active,2023-09-10,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-65-retirement,emp-65,benefit-retirement,active,2023-09-10,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-66-health,emp-66,benefit-health,active,2024-01-09,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-66-mobility,emp-66,benefit-mobility,active,2024-01-09,2026-09-01,Premium,2400,Plan Plan Mobilité Durable collaborateur.
benefit-emp-66-retirement,emp-66,benefit-retirement,active,2024-01-09,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-67-health,emp-67,benefit-health,active,2023-01-03,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-67-mobility,emp-67,benefit-mobility,active,2023-01-03,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-67-retirement,emp-67,benefit-retirement,active,2023-01-03,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-68-health,emp-68,benefit-health,active,2022-09-04,2026-10-01,Premium,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-68-mobility,emp-68,benefit-mobility,active,2022-09-04,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-68-retirement,emp-68,benefit-retirement,active,2022-09-04,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-69-health,emp-69,benefit-health,active,2023-12-20,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-69-mobility,emp-69,benefit-mobility,active,2023-12-20,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-69-retirement,emp-69,benefit-retirement,active,2023-12-20,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-70-health,emp-70,benefit-health,active,2022-03-30,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-70-mobility,emp-70,benefit-mobility,active,2022-03-30,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-70-retirement,emp-70,benefit-retirement,active,2022-03-30,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-71-health,emp-71,benefit-health,eligible,2025-12-03,2026-10-01,Standard,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-71-mobility,emp-71,benefit-mobility,eligible,2025-12-03,2026-09-01,Standard,2400,Plan Plan Mobilité Durable collaborateur.
benefit-emp-71-retirement,emp-71,benefit-retirement,eligible,2025-12-03,2026-01-01,Standard,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-72-health,emp-72,benefit-health,active,2022-03-01,2026-10-01,Premium,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-72-mobility,emp-72,benefit-mobility,active,2022-03-01,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-72-retirement,emp-72,benefit-retirement,active,2022-03-01,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-73-health,emp-73,benefit-health,active,2025-12-26,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-73-mobility,emp-73,benefit-mobility,active,2025-12-26,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-73-retirement,emp-73,benefit-retirement,active,2025-12-26,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-74-health,emp-74,benefit-health,active,2023-12-09,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-74-mobility,emp-74,benefit-mobility,active,2023-12-09,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-74-retirement,emp-74,benefit-retirement,active,2023-12-09,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-75-health,emp-75,benefit-health,active,2022-12-15,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-75-mobility,emp-75,benefit-mobility,active,2022-12-15,2026-09-01,Premium,2400,Plan Plan Mobilité Durable collaborateur.
benefit-emp-75-retirement,emp-75,benefit-retirement,active,2022-12-15,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-76-health,emp-76,benefit-health,active,2022-03-11,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-76-mobility,emp-76,benefit-mobility,active,2022-03-11,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-76-retirement,emp-76,benefit-retirement,active,2022-03-11,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-77-health,emp-77,benefit-health,active,2023-04-09,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-77-mobility,emp-77,benefit-mobility,active,2023-04-09,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-77-retirement,emp-77,benefit-retirement,active,2023-04-09,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-78-health,emp-78,benefit-health,eligible,2026-03-21,2026-10-01,Standard,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-78-mobility,emp-78,benefit-mobility,eligible,2026-03-21,2026-09-01,Standard,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-78-retirement,emp-78,benefit-retirement,eligible,2026-03-21,2026-01-01,Standard,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-79-health,emp-79,benefit-health,eligible,2026-03-14,2026-10-01,Standard,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-79-mobility,emp-79,benefit-mobility,eligible,2026-03-14,2026-09-01,Standard,2400,Plan Plan Mobilité Durable collaborateur.
benefit-emp-79-retirement,emp-79,benefit-retirement,eligible,2026-03-14,2026-01-01,Standard,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-80-health,emp-80,benefit-health,active,2022-08-24,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-80-mobility,emp-80,benefit-mobility,active,2022-08-24,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-80-retirement,emp-80,benefit-retirement,active,2022-08-24,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-81-health,emp-81,benefit-health,active,2025-06-23,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-81-mobility,emp-81,benefit-mobility,active,2025-06-23,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-81-retirement,emp-81,benefit-retirement,active,2025-06-23,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-82-health,emp-82,benefit-health,active,2024-09-25,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-82-mobility,emp-82,benefit-mobility,active,2024-09-25,2026-09-01,Premium,2400,Plan Plan Mobilité Durable collaborateur.
benefit-emp-82-retirement,emp-82,benefit-retirement,active,2024-09-25,2026-01-01,Premium,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-83-health,emp-83,benefit-health,active,2021-09-11,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-83-mobility,emp-83,benefit-mobility,active,2021-09-11,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-83-retirement,emp-83,benefit-retirement,active,2021-09-11,2026-01-01,Premium,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-84-health,emp-84,benefit-health,eligible,2025-08-19,2026-10-01,Standard,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-84-mobility,emp-84,benefit-mobility,eligible,2025-08-19,2026-09-01,Standard,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-84-retirement,emp-84,benefit-retirement,eligible,2025-08-19,2026-01-01,Standard,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-85-health,emp-85,benefit-health,active,2024-06-09,2026-10-01,Premium,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-85-mobility,emp-85,benefit-mobility,active,2024-06-09,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-85-retirement,emp-85,benefit-retirement,active,2024-06-09,2026-01-01,Premium,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-86-health,emp-86,benefit-health,active,2022-10-20,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-86-mobility,emp-86,benefit-mobility,active,2022-10-20,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-86-retirement,emp-86,benefit-retirement,active,2022-10-20,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-87-health,emp-87,benefit-health,eligible,2024-07-30,2026-10-01,Standard,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-87-mobility,emp-87,benefit-mobility,eligible,2024-07-30,2026-09-01,Standard,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-87-retirement,emp-87,benefit-retirement,eligible,2024-07-30,2026-01-01,Standard,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-88-health,emp-88,benefit-health,active,2025-10-10,2026-10-01,Premium,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-88-mobility,emp-88,benefit-mobility,active,2025-10-10,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-88-retirement,emp-88,benefit-retirement,active,2025-10-10,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-89-health,emp-89,benefit-health,eligible,2023-08-22,2026-10-01,Standard,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-89-mobility,emp-89,benefit-mobility,eligible,2023-08-22,2026-09-01,Standard,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-89-retirement,emp-89,benefit-retirement,eligible,2023-08-22,2026-01-01,Standard,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-90-health,emp-90,benefit-health,active,2026-03-08,2026-10-01,Premium,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-90-mobility,emp-90,benefit-mobility,active,2026-03-08,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-90-retirement,emp-90,benefit-retirement,active,2026-03-08,2026-01-01,Premium,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-91-health,emp-91,benefit-health,active,2025-02-14,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-91-mobility,emp-91,benefit-mobility,active,2025-02-14,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-91-retirement,emp-91,benefit-retirement,active,2025-02-14,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-92-health,emp-92,benefit-health,eligible,2023-11-05,2026-10-01,Standard,2400,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-92-mobility,emp-92,benefit-mobility,eligible,2023-11-05,2026-09-01,Standard,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-92-retirement,emp-92,benefit-retirement,eligible,2023-11-05,2026-01-01,Standard,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-93-health,emp-93,benefit-health,active,2025-01-23,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-93-mobility,emp-93,benefit-mobility,active,2025-01-23,2026-09-01,Premium,2400,Plan Plan Mobilité Durable collaborateur.
benefit-emp-93-retirement,emp-93,benefit-retirement,active,2025-01-23,2026-01-01,Premium,960,Plan Plan Épargne Retraite collaborateur.
benefit-emp-94-health,emp-94,benefit-health,active,2022-12-02,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-94-mobility,emp-94,benefit-mobility,active,2022-12-02,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-94-retirement,emp-94,benefit-retirement,active,2022-12-02,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-95-health,emp-95,benefit-health,active,2025-08-15,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-95-mobility,emp-95,benefit-mobility,active,2025-08-15,2026-09-01,Premium,1800,Plan Plan Mobilité Durable collaborateur.
benefit-emp-95-retirement,emp-95,benefit-retirement,active,2025-08-15,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-96-health,emp-96,benefit-health,active,2022-06-08,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-96-mobility,emp-96,benefit-mobility,active,2022-06-08,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-96-retirement,emp-96,benefit-retirement,active,2022-06-08,2026-01-01,Premium,1800,Plan Plan Épargne Retraite collaborateur.
benefit-emp-97-health,emp-97,benefit-health,active,2024-07-13,2026-10-01,Premium,1800,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-97-mobility,emp-97,benefit-mobility,active,2024-07-13,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-97-retirement,emp-97,benefit-retirement,active,2024-07-13,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
benefit-emp-98-health,emp-98,benefit-health,active,2024-07-12,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-98-mobility,emp-98,benefit-mobility,active,2024-07-12,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-98-retirement,emp-98,benefit-retirement,active,2024-07-12,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-99-health,emp-99,benefit-health,active,2022-08-28,2026-10-01,Premium,420,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-99-mobility,emp-99,benefit-mobility,active,2022-08-28,2026-09-01,Premium,960,Plan Plan Mobilité Durable collaborateur.
benefit-emp-99-retirement,emp-99,benefit-retirement,active,2022-08-28,2026-01-01,Premium,2400,Plan Plan Épargne Retraite collaborateur.
benefit-emp-100-health,emp-100,benefit-health,active,2024-05-23,2026-10-01,Premium,960,Plan Mutuelle Pulse Santé collaborateur.
benefit-emp-100-mobility,emp-100,benefit-mobility,active,2024-05-23,2026-09-01,Premium,420,Plan Plan Mobilité Durable collaborateur.
benefit-emp-100-retirement,emp-100,benefit-retirement,active,2024-05-23,2026-01-01,Premium,420,Plan Plan Épargne Retraite collaborateur.
